"date","yearDead","yearBorn","Name","description"
"1991-4-1","1991","1946","Jaime Guzmán"," líder derechista chileno "
"1994-4-1","1994","1912","Robert Doisneau"," fotógrafo francés "
"1995-4-1","1995","1918","Francisco Moncion"," miembro fundador del New York City Ballet "
"1995-4-1","1995","1912","Víctor Valussi"," futbolista argentino "
"1998-4-1","1998","1963","Rozz Williams"," músico estadounidense, de la banda Christian Death "
"2002-4-1","2002","1905","Simo Häyhä"," soldado finés "
"2003-4-1","2003","1956","Leslie Cheung"," actor y cantante chino "
"2003-4-1","2003","1918","Mario López"," poeta y pintor español "
"2004-4-1","2004","1920","Enrique Grau"," pintor y escultor colombiano "
"2005-4-1","2005","1913","Álvaro Alsogaray"," político, militar y economista argentino "
"2007-4-1","2007","1938","Norberto La Porta"," político argentino "
"2009-4-1","2009","1921","Marcos Moshinsky"," físico mexicano de origen ucraniano "
"2010-4-1","2010","1918","John Forsythe"," actor estadounidense "
"2012-4-1","2012","1934","Miguel de la Madrid"," político mexicano, presidente de México entre 1982 y 1988 "
"2012-4-1","2012","1947","Giorgio Chinaglia"," futbolista italiano "
"2014-4-1","2014","1924","Jacques Le Goff"," historiador medievalista francés "
"2015-4-1","2015","1898","Misao Okawa"," supercentenaria, persona más anciana del mundo "
"2015-4-1","2015","1939","Cynthia Powell"," primera esposa del beatle John Lennon "
"2017-4-1","2017","1939","Gösta Ekman"," actor, comediante y director sueco "
"2017-4-1","2017","1926","Antonio Lamela"," arquitecto español "
"2017-4-1","2017","1932","Yevgueni Yevtushenko"," poeta ruso "
"2018-4-1","2018","1926","Efraín Ríos Montt"," político y militar guatemalteco, dictador de Guatemala entre 1982 y 1983 "
"2019-4-1","2019","1927","Rafael Sánchez Ferlosio"," escritor español "
"2020-4-1","2020","1937","Nur Hassan Hussein"," político somalí "
"2021-4-1","2021","1929","Isamu Akasaki"," ingeniero electrónico y científico japonés, premio nobel de física en 2014 "
"2021-4-1","2021","1950","Patrick Juvet"," cantante suizo "
"408-5-1","408","377","Arcadio"," emperador romano de Oriente "
"524-5-1","524","524","Segismundo"," rey burgundio "
"1118-5-1","1118","1080","Edith de Escocia"," reina consorte de Inglaterra "
"1256-5-1","1256","1195","Mafalda de Portugal"," reina consorte de Castilla, señora de Arouca e Infanta de Portugal "
"1308-5-1","1308","1255","Alberto I de Habsburgo"," rey alemán "
"1345-5-1","1345","1266","Peregrino Laziosi"," santo italiano "
"1539-5-1","1539","1503","Isabel de Portugal"," Emperatriz consorte del Sacro Imperio Romano Germánico, reina consorte de España, Nápoles, Sicilia y Cerdeña, duquesa titular consorte de Borgoña y señora de Albacete "
"1555-5-1","1555","1501","Marcelo II"," papa italiano "
"1572-5-1","1572","1504","Pío V"," papa italiano "
"1733-5-1","1733","1658","Nicolas Coustou"," escultor francés "
"1840-5-1","1840","1805","Giuditta Grisi"," mezzosoprano italiana "
"1870-5-1","1870","1795","Gabriel Lamé"," matemático francés "
"1873-5-1","1873","1813","David Livingstone"," explorador y misionero escocés "
"1874-5-1","1874","1802","Niccolò Tommaseo"," escritor y lingüista italiano "
"1885-5-1","1885","1841","André Gill"," cantautor y caricaturista francés "
"1891-5-1","1891","1828","Eduard Schönfeld"," astrónomo alemán "
"1891-5-1","1891","1821","Ferdinand Gregorovius"," historiador alemán "
"1893-5-1","1893","1817","Alexander Kaufmann"," poeta alemán "
"1904-5-1","1904","1841","Antonín Dvořák"," compositor checo "
"1904-5-1","1904","1845","Augusto González de Linares"," geólogo y zoólogo español "
"1920-5-1","1920","1882","Margarita de Connaught"," princesa heredera sueca "
"1933-5-1","1933","1853","Isaac Garza Garza"," empresario e industrial mexicano "
"1934-5-1","1934","1860","Paul Gustave Fischer"," pintor, ilustrador y cartelista danés "
"1935-5-1","1935","1889","Henri Pélissier"," ciclista francés "
"1943-5-1","1943","1918","Valentina Safronova"," partisana soviética "
"1945-5-1","1945","1897","Joseph Goebbels"," político nazi alemán "
"1945-5-1","1945","1901","Magda Goebbels"," esposa de Joseph Goebbels "
"1968-5-1","1968","1894","Demetrio Carceller Segura"," político español "
"1973-5-1","1973","1914","Asger Jorn"," pintor danés "
"1977-5-1","1977","1905","Pedro Antonio Ramos"," músico venezolano "
"1978-5-1","1978","1903","Aram Jachaturián"," compositor ruso "
"1981-5-1","1981","1889","Rafael Aizpún"," político español "
"1982-5-1","1982","1900","Walther Wenck"," militar nazi "
"1984-5-1","1984","1944","Nito Mores"," actor y cantante de tangos argentino "
"1991-5-1","1991","1896","Richard Thorpe"," cineasta estadounidense "
"1992-5-1","1992","1954","Manolo Montoliu"," banderillero español "
"1993-5-1","1993","1925","Pierre Bérégovoy"," político francés "
"1994-5-1","1994","1960","Ayrton Senna"," piloto brasileño de Fórmula 1 "
"1995-5-1","1995","1926","Tandarica"," actor y humorista argentino de origen rumano "
"2000-5-1","2000","1926","Steve Reeves"," actor estadounidense "
"2001-5-1","2001","1942","Harold Hairston"," baloncestista estadounidense "
"2004-5-1","2004","1910","Ejler Bille"," artista danés "
"2006-5-1","2006","1919","Raúl Primatesta"," cardenal argentino "
"2007-5-1","2007","1923","Karl Olov Hedberg"," botánico sueco "
"2007-5-1","2007","1915","Fermín Trueba"," ciclista español "
"2011-5-1","2011","1934","Henry Cooper"," boxeador británico "
"2011-5-1","2011","1931","Agustín García-Gasco"," cardenal español "
"2012-5-1","2012","1919","Gogó Andreu"," actor y músico argentino "
"2014-5-1","2014","1942","Juan Formell"," músico, bajista, compositor y arreglista cubano, director de orquesta de Los Van Van "
"2015-5-1","2015","1930","Grace Lee Whitney"," actriz estadounidense "
"2015-5-1","2015","1940","María Elena Velasco"," actriz mexicana "
"2016-5-1","2016","1947","Solomon W. Golomb"," matemático e ingeniero estadounidense "
"2018-5-1","2018","1963","Andrés Reyes González"," luchador profesional mexicano "
"2019-5-1","2019","1929","Issa J. Boullata"," escritor, traductor y docente de literatura árabe "
"2020-5-1","2020","1927","Silvia Legrand"," actriz argentina "
"2021-5-1","2021","1944","Rafael Roncagliolo"," sociólogo, político y periodista peruano "
"193-6-1","193","133","Marco Severo Didius Julianus"," emperador romano "
"657-6-1","657","-1","Eugenio I","El 1 de junio de 657 muere Eugenio I, papa de la Iglesia católica entre 654 y 657."
"847-6-1","847","-1","Xiao","El 1 de junio de 847 muere Xiao, emperatriz china."
"896-6-1","896","-1","Teodosio Romano","El 1 de junio de 896 muere Teodosio Romano, patriarca ortodoxo sirio."
"1068-6-1","1068","1000","Íñigo de Oña"," anacoreta, abad y santo español "
"1224-6-1","1224","-1","Abu Yaqub II al-Mustansir","El 1 de junio de 1224 muere Abu Yaqub II al-Mustansir, califa almohade."
"1433-6-1","1433","1380","Jaime II de Urgel"," conde de Urgel, vizconde de Áger, barón de Antillón, de Alcolea de Cinca y de Fraga "
"1434-6-1","1434","1350","Vladislao II Jagellón"," rey polaco entre 1386 y 1434 "
"1571-6-1","1571","1504","John Story"," mártir católico inglés "
"1616-6-1","1616","1543","Tokugawa Ieyasu"," shōgun japonés entre 1600 y 1605 "
"1625-6-1","1625","1568","Honoré d'Urfé"," escritor preciosista francés "
"1642-6-1","1642","1609","John Suckling"," poeta británico "
"1660-6-1","1660","1611","Mary Dyer"," cuáquera inglesa, ejecutada "
"1710-6-1","1710","1642","David Mitchell"," almirante británico "
"1773-6-1","1773","1708","Wolraad Woltemade"," agricultor y héroe sudafricano "
"1815-6-1","1815","1753","Louis Alexandre Berthier"," mariscal francés "
"1823-6-1","1823","1770","Louis Nicolas Davout"," mariscal francés "
"1830-6-1","1830","1781","Swaminarayan"," religioso indio, líder de secta "
"1841-6-1","1841","1785","David Wilkie"," pintor británico "
"1841-6-1","1841","1749","Nicolas Appert"," inventor francés "
"1846-6-1","1846","1765","Gregorio XVI"," papa de la Iglesia católica entre 1831 y 1846 "
"1860-6-1","1860","1800","José María Melo y Ortiz"," general y político colombiano "
"1864-6-1","1864","1812","Hong Xiuquan"," rebelde chino "
"1868-6-1","1868","1791","James Buchanan"," político estadounidense, presidente entre 1857 y 1861 "
"1872-6-1","1872","1795","James Gordon Bennett"," Sr., editor estadounidense "
"1876-6-1","1876","1848","Hristo Botev"," revolucionario y poeta búlgaro "
"1879-6-1","1879","1856","Eugène Bonaparte"," emperador francés "
"1890-6-1","1890","1828","Aureliano Maestre de San Juan"," científico español "
"1925-6-1","1925","1854","Thomas Marshall"," político estadounidense "
"1926-6-1","1926","1854","Ramón Turró"," biólogo español "
"1927-6-1","1927","1860","Lizzie Borden"," mujer estadounidense acusada de asesinato de su familia "
"1927-6-1","1927","1861","John Bagnell Bury"," historiador, filólogo y erudito irlandés "
"1927-6-1","1927","1851","Aníbal María di Francia"," sacerdote católico italiano "
"1936-6-1","1936","1866","Francisco Grandmontagne"," escritor español "
"1938-6-1","1938","1901","Ödön von Horváth"," escritor y dramaturgo croata-francés "
"1941-6-1","1941","1884","Hugh Walpole"," novelista neozelandés "
"1941-6-1","1941","1873","Hans Berger"," médico neurólogo alemán "
"1943-6-1","1943","501893","Leslie Howard (50)"," actor, director y productor británico; asesinado por los nazis "
"1945-6-1","1945","1882","Pío del Río Hortega"," médico español "
"1946-6-1","1946","1882","Ion Antonescu"," mariscal y político rumano, dictador de Rumania; ejecutado "
"1946-6-1","1946","1873","Leo Slezak"," tenor alemán "
"1948-6-1","1948","1914","Sonny Boy Williamson I"," músico estadounidense "
"1952-6-1","1952","1859","John Dewey"," filósofo y psicólogo estadounidense "
"1954-6-1","1954","1869","Martin Andersen Nexø"," escritor danés "
"1959-6-1","1959","1883","Sax Rohmer"," escritor británico "
"1960-6-1","1960","1896","Paula Hitler"," mujer austriaca, hermana de Adolf Hitler "
"1962-6-1","1962","1906","Adolf Eichmann"," líder nazi alemán "
"1965-6-1","1965","1898","Curly Lambeau"," futbolista y entrenador estadounidense "
"1966-6-1","1966","1873","Papa Jack Laine"," músico estadounidense "
"1968-6-1","1968","1880","Helen Keller"," autora, activista, y oradora estadounidense "
"1970-6-1","1970","1890","Clara de la Rocha"," militar revolucionaria mexicana "
"1971-6-1","1971","1892","Reinhold Niebuhr"," teólogo estadounidense "
"1973-6-1","1973","1915","Mary Kornman"," actriz estadounidense "
"1979-6-1","1979","1904","Werner Forssmann"," médico alemán, premio Nobel "
"1983-6-1","1983","1900","Anna Seghers"," escritora alemana "
"1983-6-1","1983","1909","Jaime Lazcano"," futbolista español "
"1983-6-1","1983","1895","Jack Dempsey"," boxeador estadounidense "
"1985-6-1","1985","1918","Richard Greene"," actor británico "
"1994-6-1","1994","1910","Joaquín Pérez Villanueva"," historiador y académico español "
"1999-6-1","1999","1968","Cris Miró"," vedette y travesti argentina "
"2001-6-1","2001","1945","Birendra de Nepal"," rey de Nepal entre 1972 y 2001 "
"2001-6-1","2001","1941","Aishwarya de Nepal"," reina consorte de Nepal entre 1972 y 2001 "
"2001-6-1","2001","-1","Violeta Correa","El 1 de junio de 2001 muere Violeta Correa, primera dama peruana."
"2001-6-1","2001","1920","Hank Ketcham"," dibujante estadounidense "
"2003-6-1","2003","1935","Luis Sánchez-Harguindey"," médico y político español "
"2004-6-1","2004","1922","William Manchester"," escritor e historiador estadounidense "
"2005-6-1","2005","1924","George Mikan"," baloncestista estadounidense "
"2006-6-1","2006","1944","Rocío Jurado"," cantante y actriz española "
"2008-6-1","2008","1931","Tommy Lapid"," periodista y político israelí, 17.º ministro de Justicia de Israel "
"2008-6-1","2008","1936","Yves Saint Laurent"," diseñador de moda francés "
"2011-6-1","2011","1918","Aníbal Barrios Pintos"," historiador uruguayo "
"2011-6-1","2011","1942","Manolo Otero"," cantante español "
"2012-6-1","2012","1939","Kathryn Joosten"," actriz estadounidense "
"2014-6-1","2014","1999","Christian Andres Guzman Barrionuevo"," Pianista Ecuatoriano Quito "
"2017-6-1","2017","1923","Roberto De Vicenzo"," golfista argentino "
"2019-6-1","2019","1983","José Antonio Reyes"," futbolista español "
"2020-6-1","2020","1927","Javier Alva Orlandini"," político peruano "
"2021-6-1","2021","1945","Jovino Novoa"," abogado y político chileno "
"2021-6-1","2021","1930","Violeta Vidaurre","actriz chilena "
"552-7-1","552","516","Totila"," rey ostrogodo "
"1109-7-1","1109","1040","Alfonso VI de León"," rey León, Galicia y Castilla "
"1277-7-1","1277","1223","Baibars"," sultán egipcio "
"1321-7-1","1321","1264","María de Molina"," reina consorte de Castilla "
"1482-7-1","1482","1410","Alfonso Carrillo de Acuña"," sacerdote español, arzobispo de Toledo "
"1614-7-1","1614","1559","Isaac Casaubon"," filólogo y erudito francés "
"1736-7-1","1736","1673","Ahmed III"," sultán otomano "
"1756-7-1","1756","1701","Giambattista Nolli"," arquitecto y topógrafo italiano "
"1782-7-1","1782","1730","Charles Watson-Wentworth"," primer ministro británico "
"1784-7-1","1784","1710","Wilhelm Friedemann Bach"," organista y compositor alemán "
"1839-7-1","1839","1785","Mahmud II"," sultán otomano "
"1843-7-1","1843","1783","Domingo Caycedo"," fue un militar, estadista y político colombiano. "
"1855-7-1","1855","1797","Antonio Rosmini"," pensador italiano "
"1860-7-1","1860","1800","Charles Goodyear"," químico e ingeniero estadounidense "
"1866-7-1","1866","1804","Francisco Armero Peñaranda"," político español "
"1876-7-1","1876","1814","Mijaíl Bakunin"," político ruso "
"1884-7-1","1884","1819","Allan Pinkerton"," detective y espía británico-estadounidense "
"1896-7-1","1896","1811","Harriet Beecher Stowe"," escritora y activista estadounidense "
"1896-7-1","1896","1842","Leandro N. Alem"," político argentino; suicidio "
"1905-7-1","1905","1838","John Hay"," periodista y político estadounidense "
"1912-7-1","1912","1875","Harriet Quimby"," aviadora y guionista estadounidense "
"1925-7-1","1925","1866","Erik Satie"," pianista y compositor francés "
"1927-7-1","1927","1858","Pedro Nel Ospina"," militar y político colombiano "
"1934-7-1","1934","1890","Paul Röhrbein"," militar alemán "
"1943-7-1","1943","1894","Willem Arondeus"," artista, guerrillero antinazi y escritor neerlandés "
"1944-7-1","1944","1894","Carl Mayer"," guionista austriaco-británico "
"1950-7-1","1950","1865","Émile Jaques-Dalcroze"," compositor y educador suizo "
"1950-7-1","1950","1873","Eliel Saarinen"," arquitecto finlandés "
"1951-7-1","1951","1922","Tadeusz Borowski"," poeta, novelista y periodista polaco "
"1954-7-1","1954","1888","Thea von Harbou"," actriz, escritora y guionista alemana "
"1961-7-1","1961","1894","Louis-Ferdinand Céline"," escritor y médico francés "
"1964-7-1","1964","1877","Julio Casares"," filólogo, diplomático y violinista español "
"1964-7-1","1964","1875","Pierre Monteux"," director de orquesta y violista francés "
"1966-7-1","1966","1938","Pauline Boty"," pintora británica "
"1967-7-1","1967","1888","Gerhard Ritter"," historiador y académico alemán "
"1968-7-1","1968","1903","Fritz Bauer"," juez y político alemán "
"1971-7-1","1971","1885","Camilo Alonso Vega"," militar español "
"1971-7-1","1971","1890","William Lawrence Bragg"," físico británico, premio nobel de física en 1915 "
"1974-7-1","1974","1895","Juan Domingo Perón"," político y militar argentino, presidente entre 1946 y 1955, y entre 1973 y 1974 "
"1976-7-1","1976","1952","Anneliese Michel"," joven alemana que creía estar poseída por demonios "
"1978-7-1","1978","1890","Kurt Student"," general y piloto alemán "
"1979-7-1","1979","1899","José S. Vivanco"," político mexicano "
"1981-7-1","1981","1921","Carlos de Oliveira"," escritor y poeta portugués "
"1981-7-1","1981","1902","Marcel Lajos Breuer"," arquitecto y diseñador estadounidense "
"1983-7-1","1983","1895","Buckminster Fuller"," arquitecto estadounidense "
"1984-7-1","1984","1904","Moshé Feldenkrais"," físico y académico ucraniano-israelí "
"1985-7-1","1985","1910","Pedro Aleandro"," actor argentino "
"1986-7-1","1986","1928","Ernesto Deira"," artista argentino "
"1987-7-1","1987","1949","Snakefinger"," cantante, compositor y guitarrista británico, de la banda The Residents "
"1990-7-1","1990","1916","Mario Cabré"," presentador de televisión y actor español "
"1991-7-1","1991","1936","Michael Landon"," actor, director y productor estadounidense "
"1992-7-1","1992","1924","Franco Cristaldi"," guionista y productor italiano "
"1996-7-1","1996","1954","Margaux Hemingway"," modelo y actriz estadounidense "
"1997-7-1","1997","1917","Robert Mitchum"," actor estadounidense "
"1999-7-1","1999","1957","Dennis Brown"," músico jamaicano de reggae "
"1999-7-1","1999","1908","Edward Dmytryk"," cineasta y productor canadiense-estadounidense "
"1999-7-1","1999","1927","Guy Mitchell"," cantante y actor estadounidense "
"1999-7-1","1999","1910","Sylvia Sidney"," actriz estadounidense "
"2000-7-1","2000","1920","Walter Matthau"," actor y cantante estadounidense "
"2001-7-1","2001","1922","Nikolái Básov"," físico soviético, premio nobel de física en 1964 "
"2002-7-1","2002","1912","Pedro Maratea"," actor argentino "
"2003-7-1","2003","1930","Herbie Mann"," flautista y saxofonista estadounidense de jazz "
"2003-7-1","2003","1944","N!xau"," campesino y actor namibio "
"2003-7-1","2003","1940","Chicho Sánchez Ferlosio"," cantautor y anarquista español "
"2004-7-1","2004","1931","Peter Barnes"," escritor británico "
"2004-7-1","2004","1924","Marlon Brando"," actor y director estadounidense "
"2005-7-1","2005","1951","Luther Vandross"," cantante, compositor y productor estadounidense "
"2005-7-1","2005","1922","Guillermo Kelly"," político argentino "
"2006-7-1","2006","1937","Ryutaro Hashimoto"," político y primer ministro japonés "
"2006-7-1","2006","1950","Benjamin Hendrickson"," actor estadounidense "
"2007-7-1","2007","1938","Juan José Lujambio"," periodista deportivo argentino "
"2008-7-1","2008","1906","Lucio Ballesteros"," periodista y poeta español "
"2008-7-1","2008","1948","Mel Galley"," guitarrista británico, de la banda Whitesnake "
"2009-7-1","2009","1952","Alexis Argüello"," boxeador y político nicaragüense "
"2009-7-1","2009","1912","Karl Malden"," actor estadounidense "
"2009-7-1","2009","1944","Josefa Martín Luengo"," educadora anarquista española "
"2009-7-1","2009","1937","Baltasar Porcel"," escritor español "
"2012-7-1","2012","1961","Alan G. Poindexter"," capitán, piloto y astronauta estadounidense "
"2013-7-1","2013","1939","Gary Shearston"," cantante y compositor australiano "
"2015-7-1","2015","1909","Nicholas Winton"," militar y filántropo británico "
"2016-7-1","2016","1923","Yves Bonnefoy"," poeta francés "
"2020-7-1","2020","1921","Hugh Downs"," presentador de televisión y locutor estadounidense "
"1595-8-1","1595","-1","en la horca Gabriel Espinosa","El 1 de agosto de 1595 muere en la horca Gabriel Espinosa, el pastelero de Madrigal, que fingió ser el rey Sebastián de Portugal."
"371-8-1","371","283","Eusebio de Vercelli"," obispo y santo italiano "
"565-8-1","565","452","Justino I"," emperador bizantino "
"1098-8-1","1098","1055","Ademar de Monteil"," obispo francés "
"1137-8-1","1137","1081","Luis VI"," rey francés "
"1252-8-1","1252","1182","Giovanni da Pian del Carpine"," misionero franciscano italiano "
"1457-8-1","1457","1407","Lorenzo Valla"," humanista italiano "
"1464-8-1","1464","1389","Cosme de Médici"," político y banquero italiano "
"1503-8-1","1503","1446","Juan de Borja Llançol de Romaní"," el mayor, cardenal y arzobispo español "
"1546-8-1","1546","1506","Pedro Fabro"," teólogo francés "
"1557-8-1","1557","1490","Olaus Magnus"," escrito sueco "
"1589-8-1","1589","1567","Jacques Clément"," personaje francés, asesino de Enrique III "
"1714-8-1","1714","1665","Ana I"," reina británica "
"1787-8-1","1787","1696","Alfonso de Ligorio"," obispo y santo italiano "
"1798-8-1","1798","1753","François-Paul Brueys d'Aigalliers"," almirante francés "
"1840-8-1","1840","1797","Karl Otfried Müller"," intelectual y arqueólogo alemán "
"1866-8-1","1866","1790","John Ross"," cacique cheroqui estadounidense "
"1877-8-1","1877","1805","Guillermo Schulz"," ingeniero hispano-alemán "
"1903-8-1","1903","1852","Calamity Jane"," forajida estadounidense "
"1915-8-1","1915","1873","Francisco Contreras Ballesteros"," militar mexicano "
"1920-8-1","1920","1856","Bal Gangadhar Tilak"," líder indio "
"1940-8-1","1940","1868","Andrés Molina Enríquez"," abogado, sociólogo y escritor mexicano "
"1944-8-1","1944","1878","Manuel L. Quezon"," político filipino, primer presidente de su país "
"1945-8-1","1945","1878","Blas Cabrera"," físico español "
"1955-8-1","1955","1885","Carlos González Peña"," escritor y periodista mexicano "
"1959-8-1","1959","1921","Jean Behra"," piloto francés de Fórmula 1 "
"1967-8-1","1967","1915","Orlando Cochia"," autor teatral y radial argentino "
"1967-8-1","1967","1900","Richard Kuhn"," químico alemán, premio nobel de química en 1938 "
"1969-8-1","1969","1921","Miguel Labordeta"," poeta y dramaturgo español "
"1970-8-1","1970","1899","Manuel Droguett Reyes"," político chileno "
"1970-8-1","1970","1913","Frances Farmer"," actriz estadounidense "
"1970-8-1","1970","1900","María Tereza Montoya"," empresaria teatral y actriz mexicana "
"1970-8-1","1970","1883","Otto Heinrich Warburg"," fisiólogo alemán, premio nobel de medicina en 1931 "
"1973-8-1","1973","911882","Gian Francesco Malipiero (91)"," compositor italiano "
"1973-8-1","1973","1893","Walter Ulbricht"," político comunista alemán "
"1977-8-1","1977","1929","Francis Gary Powers"," piloto estadounidense "
"1980-8-1","1980","1944","Patrick Depailler"," piloto francés de Fórmula 1 "
"1980-8-1","1980","1919","Strother Martin"," actor estadounidense "
"1981-8-1","1981","1923","Paddy Chayefsky"," escritor estadounidense "
"1985-8-1","1985","1907","Fernando Previtali"," director de orquesta y músico italiano "
"1989-8-1","1989","1937","John Ogdon"," pianista británico "
"1990-8-1","1990","1897","Norbert Elias"," sociólogo alemán "
"1990-8-1","1990","1944","Bárbara Mujica"," actriz argentina "
"1993-8-1","1993","1913","Abraham Guillén"," anarquista español "
"1995-8-1","1995","1912","Julián Berrendero"," ciclista español "
